ticker,name,sector,sector_etf,market_cap,date,close,daily_return,return_5d,return_20d,rs_spy_20d,rs_spy_50d,rs_spy_near_high,rs_qqq_20d,rs_qqq_50d,rs_sector_20d,rs_sector_50d,close_to_50d_high,volume_ratio,volume_trend,updown_vol_ratio_20d,capped_volume_ratio,avg_dollar_volume_20d,close_position,ma20,ma60,ma120,above_ma20,above_ma60,ma60_rising,ma120_rising,ma_aligned,golden_cross_recent,vp_signal,accumulation_days_10d,distribution_days_10d,volume_strength,surge_today,sustained_accumulation,signal_type,triggered_today,days_since_trigger,warnings,atr_ratio,rsi_14,liquidity_ok,rs_positive,rs_sector_positive,near_50d_high,volume_quality,not_overheated,passed_hard_filters,grade,market_state,trigger_price,ext_from_trigger,base_stability,sector_etf_to_52w_high,mom_12_1,mom_6_1,score_3m,score,next_earnings_date,earnings_within_20d,verdict,verdict_reason,top_pick_rank,regime_trend,regime_breadth,regime_vix_ratio
SWKS,"Skyworks Solutions, Inc.",Information Technology,XLK,10083181568.0,2026-09-11,88.3499984741211,0.051410207754145176,0.23566431432337187,0.26648503108682897,0.2890047108933633,0.30756833560155283,True,0.29693892632475194,0.3593463878155585,0.2874053239662797,0.3254195609068975,1.0,1.7661188011977416,1.2338629961664043,2.072172993722533,1.7661188011977416,453886524.6334217,0.5269459053480646,70.82900047302246,66.68200028737387,66.19009310404459,True,True,False,True,True,False,accumulation,5,1,interest,True,False,surge,True,0.0,,0.04547660475024406,83.38490379417738,True,True,True,True,True,True,True,B,Uptrend Under Pressure,88.35,0.0,0.32193162851318474,0.9479529760904166,-0.18380236552184925,0.09205648171332159,0.44257179486599724,0.9749734888653234,2026-11-04,False,진입 검토,surge D+0,1,0,0.457,0.852
FRO,Frontline Plc,Energy,XLE,9746429952.0,2026-09-11,49.209999084472656,0.016735486220194717,0.0834434405177642,0.21446195776249,0.2360566025902764,0.38377282994050166,True,0.24366490633615223,0.4385684837431916,0.1383949877741557,0.14972056923820998,1.0,1.4463161396973256,1.1930974795611446,3.4750343498427747,1.4463161396973256,114490883.34205437,0.7650993996338918,44.585999488830566,40.43616663614909,37.56981840133667,True,True,True,True,True,False,accumulation,4,2,normal,False,False,surge,False,1.0,,0.03200571153667818,75.25417812096234,True,True,True,True,False,True,True,A,Uptrend Under Pressure,48.4,0.0167,0.4022141807855959,0.997397057490428,0.576249496333537,0.15100225227923936,0.87821858741439,0.965694591728526,,False,진입 검토,surge D+1,2,0,0.457,0.852
DELL,Dell Technologies Inc.,Information Technology,XLK,294647398400.0,2026-09-11,567.2899780273438,0.11975441848899493,0.09856883738071387,0.1471759253087983,0.16757414075201593,0.30382338408978504,True,0.17476091414900696,0.3554531409607209,0.1661254239231802,0.32162348245103534,1.0,1.6277039840543834,1.02754955015013,1.7859828730694325,1.6277039840543834,4319029724.609881,0.9908425976550634,479.37350006103514,443.6551188151042,349.605797068278,True,True,True,True,True,False,accumulation,4,2,interest,True,False,surge,True,0.0,,0.05803657357079556,66.57472266074024,True,True,True,True,False,True,True,A,Uptrend Under Pressure,567.29,0.0,0.30144737640507996,0.9479529760904166,2.292358240307163,1.7850986007045226,0.9948827292110874,0.9608165429480382,2026-11-28,False,진입 검토,surge D+0,3,0,0.457,0.852
VG,"Venture Global, Inc.",Energy,XLE,36601360384.0,2026-09-11,15.800000190734863,0.01935485101515244,0.09116026866218196,0.1669128681867842,0.1876620310340864,0.39772752198008177,True,0.19497245149591236,0.4530757639369676,0.09382410195906132,0.16131495534563167,1.0,1.5816836726843786,1.2024753260977732,2.2091398908039976,1.5816836726843786,199808247.94968167,0.7934787341011103,14.517499923706055,13.240166664123535,13.29115199247996,True,True,True,True,False,False,accumulation,5,1,interest,True,False,surge,True,0.0,,0.041003614761902146,65.0939434222949,True,True,True,True,True,True,True,A,Uptrend Under Pressure,15.8,0.0,0.6541819178038514,0.997397057490428,-0.1743464801113147,-0.07598916734007044,0.3189611705146439,0.9573170731707319,2026-11-09,False,진입 검토,surge D+0 · 클러스터 대표(4종목 중) · 동일 베팅 대기: EQNR,4,0,0.457,0.852
FNV,Franco-Nevada Corporation,Materials,XLB,50754740224.0,2026-09-11,266.0,0.020486443116960906,-0.014310682038056854,0.1505879969097781,0.17104688323188078,0.24697528203501107,True,0.17825503241341334,0.29635392596881305,0.18130046706932124,0.2797147677790779,0.980394005037007,0.7113294921163272,1.0191462622011538,1.788836665537106,0.7113294921163272,214470906.42087096,0.6510009765625,259.54227447509766,229.69668146769206,232.36705805460613,True,True,True,True,False,False,weak_rally,1,2,normal,False,False,surge,False,2.0,,0.02967154903275483,60.674570529325216,True,True,True,True,False,True,True,A,Uptrend Under Pressure,264.99,0.0038,0.3099397921966129,0.9493199646207606,-0.004859242355771287,-0.23041383140456495,0.3541268057530858,0.9557264050901377,2026-11-04,False,진입 검토,surge D+2,5,0,0.457,0.852
VLO,Valero Energy Corporation,Energy,XLE,103342923776.0,2026-09-11,390.4200134277344,0.012946633232434168,0.053225096054342114,0.13851626659290894,0.15876050252849017,0.4193387268464517,True,0.165893025305752,0.47554274518114625,0.06720610152054185,0.1792708265864007,1.0,1.2533741901686906,1.2324217141676663,2.169605628852425,1.2533741901686906,881608140.4348907,0.3623251931163147,359.24950103759767,312.10883509318035,277.9458694458008,True,True,True,True,True,False,accumulation,8,1,normal,False,True,acc,True,0.0,,0.027862858077276065,78.66166944756077,True,True,True,True,True,True,True,A,Uptrend Under Pressure,390.42,0.0,0.5384029893496513,0.997397057490428,0.776566875009485,0.21137967767513244,0.914988004983415,0.9505832449628845,2026-10-22,False,진입 검토,acc D+0,0,0,0.457,0.852
PBR,Petroleo Brasileiro S.A. Petrob,Energy,XLE,124698492928.0,2026-09-11,21.200000762939453,-0.008419008647926218,0.03364215145575522,0.21977663687123505,0.24146578330690938,0.33162861653193776,True,0.24910738220271766,0.38435942543817725,0.14337678569738577,0.1063960629136056,0.9915809913520738,0.7963119276003243,1.1158847757891308,1.7477865954672447,0.7963119276003243,442964341.61157763,0.6506050675846474,19.190840911865234,17.82978450457255,18.573426254590352,True,True,True,True,False,False,dry_up,7,1,normal,False,True,acc,True,0.0,,0.03200441252147845,69.94437029840643,True,True,True,True,True,True,True,A,Uptrend Under Pressure,21.2,0.0,0.29860533476176365,0.997397057490428,0.17806911671505787,-0.1861136149916771,0.5241064786656024,0.9457051961823967,,False,진입 검토,acc D+0,0,0,0.457,0.852
HPQ,HP Inc.,Information Technology,XLK,27071766528.0,2026-09-11,35.47999954223633,0.08402077722155998,0.12197936788280672,0.14456238146656553,0.1649141248480983,0.5874768138056925,True,0.17208452503942606,0.6503388877147702,0.16346870854611595,0.6091494143869991,1.0,1.6917476010082153,1.086459435438692,1.1693583457419303,1.6917476010082153,482192984.86177826,0.7739000467720349,30.602976608276368,26.958803145090737,24.07470981280009,True,True,True,True,True,False,accumulation,3,2,interest,True,False,surge,True,0.0,,0.05003113525462892,71.78658040206976,True,True,True,True,False,True,True,A,Uptrend Under Pressure,35.48,0.0,0.3050006360796153,0.9479529760904166,-0.10296793738097454,0.34133175707770924,0.5986521716519659,0.9396606574761401,2026-11-25,False,진입 검토,surge D+0,0,0,0.457,0.852
DDS,"Dillard's, Inc.",Consumer Discretionary,XLY,9775805440.0,2026-09-11,650.5700073242188,0.04202903835488492,-0.002300366499228046,0.05988825517967533,0.07873438723136683,0.17727252432037233,True,0.08537432496721009,0.22389102721210175,0.11140015588728325,0.2613177600279497,0.9906805416643547,0.5244715722843902,0.9109956988095875,2.0124193548387095,0.5244715722843902,104659838.25817871,0.8958574500711033,623.2494934082031,587.8683603922526,582.8521494547526,True,True,True,True,True,False,weak_rally,4,0,normal,False,False,surge,False,1.0,,0.034227120139657966,58.77031830902521,True,True,True,True,True,True,True,A,Uptrend Under Pressure,624.33,0.042,0.2927309453303787,0.9107971519635983,-0.02452837337224123,-0.04823719211550381,0.4819452954889241,0.9208907741251328,2026-11-12,False,진입 검토,surge D+1,0,0,0.457,0.852
EQNR,Equinor ASA,Energy,XLE,101580062720.0,2026-09-11,44.79999923706055,-0.006872120795757164,0.05016407401085021,0.11581562974996307,0.13565622011488232,0.41424079408465686,True,0.14264652901774344,0.470242940730097,0.04592730308958681,0.17503516157693477,0.990493028752427,1.0785468001467262,1.2824051947276602,1.3193428139680432,1.0785468001467262,117903780.4882801,0.7638865341414827,42.694999885559085,38.261253356933594,38.10730772018432,True,True,True,True,True,False,distribution,2,3,normal,False,False,surge,False,2.0,분산3일,0.025446439709286492,64.46564819566166,True,True,True,True,False,True,True,A,Uptrend Under Pressure,45.23,-0.0095,0.45587312947239694,0.997397057490428,0.427176797515191,0.033326773486927364,0.782892234781252,0.9093849416755037,2026-10-28,False,진입 검토,surge D+2 · 클러스터 대표(4종목 중),0,0,0.457,0.852
